chr	start	end	strand	gene_id	transcript_id	gene_name	gene_biotype	transcript_biotype
XIII	241989	243029	-	YML015C	YML015C_mRNA	TAF11	protein_coding	protein_coding
XIII	243225	244064	+	YML014W	YML014W_mRNA	TRM9	protein_coding	protein_coding
XIII	244149	245903	+	YML013W	YML013W_mRNA	UBX2	protein_coding	protein_coding
XIII	245537	245914	-	YML012C-A	YML012C-A_mRNA	YML012C-A	protein_coding	protein_coding
XIII	246116	246751	+	YML012W	YML012W_mRNA	YML012W	protein_coding	protein_coding
XIII	246895	247428	-	YML011C	YML011C_mRNA	YML011C	protein_coding	protein_coding
XIII	247677	250868	+	YML010W	YML010W_mRNA	YML010W	protein_coding	protein_coding
XIII	250435	250911	+	YML009W-B	YML009W-B_mRNA	YML009W-B	protein_coding	protein_coding
XIII	250675	251001	-	YML009C-A	YML009C-A_mRNA	YML009C-A	protein_coding	protein_coding
XIII	251304	251516	-	YML009C	YML009C_mRNA	MRPL39	protein_coding	protein_coding
XIII	251839	252990	-	YML008C	YML008C_mRNA	ERG6	protein_coding	protein_coding
XIII	253162	253272	-	YML007C-A	YML007C-A_mRNA	YML007C-A	protein_coding	protein_coding
XIII	253848	255800	+	YML007W	YML007W_mRNA	YAP1	protein_coding	protein_coding
XIII	256092	258416	-	YML006C	YML006C_mRNA	YML006C	protein_coding	protein_coding
XIII	259158	259239	-	tS(AGA)M	tS(AGA)M_tRNA	tS(AGA)M	tRNA	tRNA
XIII	260221	261609	+	YML005W	YML005W_mRNA	TRM12	protein_coding	protein_coding
XIII	261705	262685	-	YML004C	YML004C_mRNA	YML004C	protein_coding	protein_coding
XIII	263483	264355	+	YML003W	YML003W_mRNA	YML003W	protein_coding	protein_coding
XIII	264541	266754	+	YML002W	YML002W_mRNA	YML002W	protein_coding	protein_coding
XIII	267174	267800	+	YML001W	YML001W_mRNA	YPT7	protein_coding	protein_coding
XIII	269019	271136	-	YMR001C	YMR001C_mRNA	CDC5	protein_coding	protein_coding
XIII	271347	271577	-	YMR001C-A	YMR001C-A_mRNA	YMR001C-A	protein_coding	protein_coding
XIII	272193	272663	+	YMR002W	YMR002W_mRNA	YMR002W	protein_coding	protein_coding
XIII	273118	273714	+	YMR003W	YMR003W_mRNA	YMR003W	protein_coding	protein_coding
XIII	274017	275552	+	YMR004W	YMR004W_mRNA	YMR004W	protein_coding	protein_coding
XIII	276045	277211	+	YMR005W	YMR005W_mRNA	TAF4	protein_coding	protein_coding
XIII	277561	279681	-	YMR006C	YMR006C_mRNA	YMR006C	protein_coding	protein_coding
XIII	279960	280340	+	YMR007W	YMR007W_mRNA	YMR007W	protein_coding	protein_coding
XIII	280590	282584	-	YMR008C	YMR008C_mRNA	YMR008C	protein_coding	protein_coding
XIII	284102	284641	+	YMR009W	YMR009W_mRNA	YMR009W	protein_coding	protein_coding
XIII	285100	286317	+	YMR010W	YMR010W_mRNA	YMR010W	protein_coding	protein_coding
XIII	288079	289704	+	YMR011W	YMR011W_mRNA	YMR011W	protein_coding	protein_coding
XIII	290801	290872	+	tE(UUC)M	tE(UUC)M_tRNA	tE(UUC)M	tRNA	tRNA
XIII	291134	294967	+	YMR012W	YMR012W_mRNA	CLU1	protein_coding	protein_coding
XIII	295179	296738	-	YMR013C	YMR013C_mRNA	YMR013C	protein_coding	protein_coding
XIII	296471	296620	-	YMR013C-A	YMR013C-A_mRNA	YMR013C-A	protein_coding	protein_coding
XIII	297278	297364	+	snR78	snR78_snoRNA	SNR78	snoRNA	snoRNA
XIII	297506	297593	+	snR77	snR77_snoRNA	SNR77	snoRNA	snoRNA
XIII	297725	297833	+	snR76	snR76_snoRNA	SNR76	snoRNA	snoRNA
XIII	297918	298006	+	snR75	snR75_snoRNA	SNR75	snoRNA	snoRNA
XIII	298138	298225	+	snR74	snR74_snoRNA	SNR74	snoRNA	snoRNA
XIII	298307	298412	+	snR73	snR73_snoRNA	SNR73	snoRNA	snoRNA
XIII	298311	298391	+	YMR013W-A	YMR013W-A_mRNA	YMR013W-A	protein_coding	protein_coding
XIII	298554	298651	+	snR72	snR72_snoRNA	SNR72	snoRNA	snoRNA
XIII	298868	300427	+	YMR014W	YMR014W_mRNA	YMR014W	protein_coding	protein_coding
XIII	300869	302485	-	YMR015C	YMR015C_mRNA	ERG5	protein_coding	protein_coding
XIII	303236	305593	-	YMR016C	YMR016C_mRNA	YMR016C	protein_coding	protein_coding
XIII	307489	308682	+	YMR017W	YMR017W_mRNA	SPO20	protein_coding	protein_coding
XIII	310208	311752	+	YMR018W	YMR018W_mRNA	YMR018W	protein_coding	protein_coding
XIII	312156	315005	+	YMR019W	YMR019W_mRNA	YMR019W	protein_coding	protein_coding
XIII	315377	316903	+	YMR020W	YMR020W_mRNA	YMR020W	protein_coding	protein_coding
XIII	317165	318418	-	YMR021C	YMR021C_mRNA	MAC1	protein_coding	protein_coding
XIII	318680	319177	+	YMR022W	YMR022W_mRNA	UBC7	protein_coding	protein_coding
XIII	319437	321017	-	YMR023C	YMR023C_mRNA	MSS1	protein_coding	protein_coding
XIII	321147	321219	-	tA(AGC)M1	tA(AGC)M1_tRNA	tA(AGC)M1	tRNA	tRNA
XIII	321875	323047	+	YMR024W	YMR024W_mRNA	MRPL3	protein_coding	protein_coding
XIII	323300	324187	+	YMR025W	YMR025W_mRNA	YMR025W	protein_coding	protein_coding
XIII	324236	325435	-	YMR026C	YMR026C_mRNA	PEX12	protein_coding	protein_coding
XIII	325877	327289	+	YMR027W	YMR027W_mRNA	YMR027W	protein_coding	protein_coding
XIII	327482	328582	+	YMR028W	YMR028W_mRNA	YMR028W	protein_coding	protein_coding
XIII	328660	330231	-	YMR029C	YMR029C_mRNA	YMR029C	protein_coding	protein_coding
XIII	330793	331923	+	YMR030W	YMR030W_mRNA	YMR030W	protein_coding	protein_coding
XIII	332212	334743	-	YMR031C	YMR031C_mRNA	YMR031C	protein_coding	protein_coding
XIII	334709	335035	+	YMR031W-A	YMR031W-A_mRNA	YMR031W-A	protein_coding	protein_coding
XIII	335298	337307	+	YMR032W	YMR032W_mRNA	HOF1	protein_coding	protein_coding
XIII	337313	337603	+	YMR030W-A	YMR030W-A_mRNA	YMR030W-A	protein_coding	protein_coding
XIII	337788	339277	+	YMR033W	YMR033W_mRNA	ARP9	protein_coding	protein_coding
XIII	339418	340722	-	YMR034C	YMR034C_mRNA	YMR034C	protein_coding	protein_coding
XIII	341142	341675	+	YMR035W	YMR035W_mRNA	YMR035W	protein_coding	protein_coding
XIII	341856	343520	-	YMR036C	YMR036C_mRNA	YMR036C	protein_coding	protein_coding
XIII	344403	346517	-	YMR037C	YMR037C_mRNA	YMR037C	protein_coding	protein_coding
XIII	347511	348260	-	YMR038C	YMR038C_mRNA	CCS1	protein_coding	protein_coding
XIII	348644	349522	-	YMR039C	YMR039C_mRNA	SUB1	protein_coding	protein_coding
XIII	350381	350863	+	YMR040W	YMR040W_mRNA	YMR040W	protein_coding	protein_coding
XIII	350966	351973	-	YMR041C	YMR041C_mRNA	YMR041C	protein_coding	protein_coding
XIII	352280	352370	+	tF(GAA)M	tF(GAA)M_tRNA	tF(GAA)M	tRNA	tRNA
XIII	352603	353136	+	YMR042W	YMR042W_mRNA	ARG80	protein_coding	protein_coding
XIII	353871	354731	+	YMR043W	YMR043W_mRNA	MCM1	protein_coding	protein_coding
XIII	355384	356811	+	YMR044W	YMR044W_mRNA	YMR044W	protein_coding	protein_coding
XIII	362702	362830	+	YMR046W-A	YMR046W-A_mRNA	YMR046W-A	protein_coding	protein_coding
XIII	363064	363135	+	tH(GUG)M	tH(GUG)M_tRNA	tH(GUG)M	tRNA	tRNA
XIII	363364	366705	-	YMR047C	YMR047C_mRNA	NUP116	protein_coding	protein_coding
XIII	366981	367934	+	YMR048W	YMR048W_mRNA	YMR048W	protein_coding	protein_coding
XIII	368094	370517	-	YMR049C	YMR049C_mRNA	YMR049C	protein_coding	protein_coding
XIII	372445	372518	-	tV(AAC)M1	tV(AAC)M1_tRNA	tV(AAC)M1	tRNA	tRNA
XIII	379303	379408	-	tW(CCA)M	tW(CCA)M_tRNA	tW(CCA)M	tRNA	tRNA
XIII	379586	380200	+	YMR052W	YMR052W_mRNA	YMR052W	protein_coding	protein_coding
XIII	380069	380434	-	YMR052C-A	YMR052C-A_mRNA	YMR052C-A	protein_coding	protein_coding
XIII	380346	382898	-	YMR053C	YMR053C_mRNA	YMR053C	protein_coding	protein_coding
XIII	383303	385975	+	YMR054W	YMR054W_mRNA	YMR054W	protein_coding	protein_coding
XIII	386101	387021	-	YMR055C	YMR055C_mRNA	BUB2	protein_coding	protein_coding
XIII	387315	388244	-	YMR056C	YMR056C_mRNA	YMR056C	protein_coding	protein_coding
XIII	388359	388730	-	YMR057C	YMR057C_mRNA	YMR057C	protein_coding	protein_coding
XIII	388822	390732	+	YMR058W	YMR058W_mRNA	YMR058W	protein_coding	protein_coding
XIII	391099	391485	+	YMR059W	YMR059W_mRNA	SEN15	protein_coding	protein_coding
XIII	391532	392515	-	YMR060C	YMR060C_mRNA	SAM37	protein_coding	protein_coding
XIII	392755	394788	+	YMR061W	YMR061W_mRNA	YMR061W	protein_coding	protein_coding
XIII	395054	396379	-	YMR062C	YMR062C_mRNA	ARG7	protein_coding	protein_coding
XIII	397077	397796	+	YMR063W	YMR063W_mRNA	YMR063W	protein_coding	protein_coding
XIII	397903	399459	+	YMR064W	YMR064W_mRNA	AEP1	protein_coding	protein_coding
XIII	399702	401216	+	YMR065W	YMR065W_mRNA	KAR5	protein_coding	protein_coding
XIII	401541	404237	+	YMR066W	YMR066W_mRNA	YMR066W	protein_coding	protein_coding
XIII	404323	405573	-	YMR067C	YMR067C_mRNA	UBX4	protein_coding	protein_coding
XIII	406304	407584	+	YMR068W	YMR068W_mRNA	YMR068W	protein_coding	protein_coding
XIII	407709	408566	+	YMR069W	YMR069W_mRNA	NAT4	protein_coding	protein_coding
XIII	409154	410626	+	YMR070W	YMR070W_mRNA	MOT3	protein_coding	protein_coding
XIII	410762	411265	-	YMR071C	YMR071C_mRNA	YMR071C	protein_coding	protein_coding
XIII	411569	412120	+	YMR072W	YMR072W_mRNA	YMR072W	protein_coding	protein_coding
XIII	412268	412873	-	YMR073C	YMR073C_mRNA	YMR073C	protein_coding	protein_coding
XIII	413036	413473	-	YMR074C	YMR074C_mRNA	YMR074C	protein_coding	protein_coding
XIII	413982	416036	+	YMR075W	YMR075W_mRNA	YMR075W	protein_coding	protein_coding
XIII	415688	416053	-	YMR075C-A	YMR075C-A_mRNA	YMR075C-A	protein_coding	protein_coding
XIII	416196	420029	-	YMR076C	YMR076C_mRNA	YMR076C	protein_coding	protein_coding
XIII	420588	420661	-	tV(AAC)M2	tV(AAC)M2_tRNA	tV(AAC)M2	tRNA	tRNA
XIII	421484	422149	-	YMR077C	YMR077C_mRNA	VPS20	protein_coding	protein_coding
XIII	422503	424728	-	YMR078C	YMR078C_mRNA	CTF18	protein_coding	protein_coding
XIII	424989	426059	+	YMR079W	YMR079W_mRNA	SEC14	protein_coding	protein_coding
XIII	426712	429627	-	YMR080C	YMR080C_mRNA	NAM7	protein_coding	protein_coding
XIII	430079	431095	-	YMR081C	YMR081C_mRNA	ISF1	protein_coding	protein_coding
XIII	431769	432125	-	YMR082C	YMR082C_mRNA	YMR082C	protein_coding	protein_coding
XIII	434788	435915	+	YMR083W	YMR083W_mRNA	YMR083W	protein_coding	protein_coding
XIII	436628	437416	+	YMR084W	YMR084W_mRNA	YMR084W	protein_coding	protein_coding
XIII	437491	438789	+	YMR085W	YMR085W_mRNA	YMR085W	protein_coding	protein_coding
XIII	439208	442090	+	YMR086W	YMR086W_mRNA	YMR086W	protein_coding	protein_coding
XIII	442026	442364	-	YMR086C-A	YMR086C-A_mRNA	YMR086C-A	protein_coding	protein_coding
XIII	442527	443381	+	YMR087W	YMR087W_mRNA	YMR087W	protein_coding	protein_coding
XIII	443414	445102	-	YMR088C	YMR088C_mRNA	YMR088C	protein_coding	protein_coding
XIII	445609	448086	-	YMR089C	YMR089C_mRNA	YTA12	protein_coding	protein_coding
XIII	449245	449928	+	YMR090W	YMR090W_mRNA	YMR090W	protein_coding	protein_coding
XIII	450058	451365	-	YMR091C	YMR091C_mRNA	NPL6	protein_coding	protein_coding
XIII	451632	453479	-	YMR092C	YMR092C_mRNA	YMR092C	protein_coding	protein_coding
XIII	454015	455556	+	YMR093W	YMR093W_mRNA	YMR093W	protein_coding	protein_coding
XIII	455825	457261	+	YMR094W	YMR094W_mRNA	CTF13	protein_coding	protein_coding
XIII	457285	457959	-	YMR095C	YMR095C_mRNA	YMR095C	protein_coding	protein_coding
XIII	458408	459301	+	YMR096W	YMR096W_mRNA	YMR096W	protein_coding	protein_coding
XIII	459424	460527	-	YMR097C	YMR097C_mRNA	YMR097C	protein_coding	protein_coding
XIII	460771	462609	-	YMR098C	YMR098C_mRNA	ATP25	protein_coding	protein_coding
XIII	463554	463625	+	tD(GUC)M	tD(GUC)M_tRNA	tD(GUC)M	tRNA	tRNA
XIII	463934	464827	-	YMR099C	YMR099C_mRNA	YMR099C	protein_coding	protein_coding
XIII	466300	468162	+	YMR100W	YMR100W_mRNA	YMR100W	protein_coding	protein_coding
XIII	468445	469476	-	YMR101C	YMR101C_mRNA	YMR101C	protein_coding	protein_coding
XIII	469848	472352	-	YMR102C	YMR102C_mRNA	YMR102C	protein_coding	protein_coding
XIII	472902	473264	-	YMR103C	YMR103C_mRNA	YMR103C	protein_coding	protein_coding
XIII	473420	475453	-	YMR104C	YMR104C_mRNA	YPK2	protein_coding	protein_coding
XIII	475897	477606	-	YMR105C	YMR105C_mRNA	PGM2	protein_coding	protein_coding
XIII	478064	478258	+	YMR105W-A	YMR105W-A_mRNA	YMR105W-A	protein_coding	protein_coding
XIII	478301	480190	-	YMR106C	YMR106C_mRNA	YKU80	protein_coding	protein_coding
XIII	480621	480693	-	tK(CUU)M	tK(CUU)M_tRNA	tK(CUU)M	tRNA	tRNA
XIII	483014	483361	+	YMR107W	YMR107W_mRNA	YMR107W	protein_coding	protein_coding
XIII	484084	486147	+	YMR108W	YMR108W_mRNA	ILV2	protein_coding	protein_coding
XIII	486587	490246	+	YMR109W	YMR109W_mRNA	YMR109W	protein_coding	protein_coding
XIII	490394	491992	-	YMR110C	YMR110C_mRNA	YMR110C	protein_coding	protein_coding
XIII	492404	493792	-	YMR111C	YMR111C_mRNA	YMR111C	protein_coding	protein_coding
XIII	494100	494495	-	YMR112C	YMR112C_mRNA	YMR112C	protein_coding	protein_coding
XIII	494999	496282	+	YMR113W	YMR113W_mRNA	YMR113W	protein_coding	protein_coding
XIII	496343	497449	-	YMR114C	YMR114C_mRNA	YMR114C	protein_coding	protein_coding
XIII	497704	499209	+	YMR115W	YMR115W_mRNA	MGR3	protein_coding	protein_coding
XIII	499456	500688	-	YMR116C	YMR116C_mRNA	ASC1	protein_coding	protein_coding
XIII	499984	500072	-	snR24	snR24_snoRNA	SNR24	snoRNA	snoRNA
XIII	501250	501891	-	YMR117C	YMR117C_mRNA	YMR117C	protein_coding	protein_coding
XIII	502144	502734	-	YMR118C	YMR118C_mRNA	YMR118C	protein_coding	protein_coding
XIII	504895	505008	+	tL(CAA)M	tL(CAA)M_tRNA	tL(CAA)M	tRNA	tRNA
XIII	505333	507207	+	YMR119W	YMR119W_mRNA	YMR119W	protein_coding	protein_coding
XIII	506996	507370	+	YMR119W-A	YMR119W-A_mRNA	YMR119W-A	protein_coding	protein_coding
XIII	507502	509280	-	YMR120C	YMR120C_mRNA	YMR120C	protein_coding	protein_coding
XIII	509734	510348	-	YMR121C	YMR121C_mRNA	RPL15B	protein_coding	protein_coding
XIII	510701	511075	-	YMR122C	YMR122C_mRNA	YMR122C	protein_coding	protein_coding
XIII	511315	511569	+	YMR122W-A	YMR122W-A_mRNA	YMR122W-A	protein_coding	protein_coding
XIII	513593	513961	+	YMR123W	YMR123W_mRNA	YMR123W	protein_coding	protein_coding
XIII	514456	517287	+	YMR124W	YMR124W_mRNA	YMR124W	protein_coding	protein_coding
XIII	517539	520446	+	YMR125W	YMR125W_mRNA	STO1	protein_coding	protein_coding
XIII	520761	521789	-	YMR126C	YMR126C_mRNA	YMR126C	protein_coding	protein_coding
XIII	522329	523345	-	YMR127C	YMR127C_mRNA	SAS2	protein_coding	protein_coding
XIII	523696	527499	+	YMR128W	YMR128W_mRNA	ECM16	protein_coding	protein_coding
XIII	527804	531817	+	YMR129W	YMR129W_mRNA	YMR129W	protein_coding	protein_coding
XIII	532119	533027	+	YMR130W	YMR130W_mRNA	YMR130W	protein_coding	protein_coding
XIII	533163	534698	-	YMR131C	YMR131C_mRNA	YMR131C	protein_coding	protein_coding
XIII	534944	535570	-	YMR132C	YMR132C_mRNA	YMR132C	protein_coding	protein_coding
XIII	536207	537609	+	YMR133W	YMR133W_mRNA	YMR133W	protein_coding	protein_coding
XIII	537838	538551	+	YMR134W	YMR134W_mRNA	YMR134W	protein_coding	protein_coding
XIII	538689	540056	-	YMR135C	YMR135C_mRNA	GID8	protein_coding	protein_coding
XIII	539911	540444	+	YMR135W-A	YMR135W-A_mRNA	YMR135W-A	protein_coding	protein_coding
XIII	541199	542881	+	YMR136W	YMR136W_mRNA	YMR136W	protein_coding	protein_coding
XIII	542978	544963	-	YMR137C	YMR137C_mRNA	PSO2	protein_coding	protein_coding
XIII	545155	545730	+	YMR138W	YMR138W_mRNA	CIN4	protein_coding	protein_coding
XIII	546125	547237	+	YMR139W	YMR139W_mRNA	RIM11	protein_coding	protein_coding
XIII	547714	549183	+	YMR140W	YMR140W_mRNA	YMR140W	protein_coding	protein_coding
XIII	549736	550044	-	YMR141C	YMR141C_mRNA	YMR141C	protein_coding	protein_coding
XIII	550206	551207	-	YMR142C	YMR142C_mRNA	RPL13B	protein_coding	protein_coding
XIII	550911	551135	+	YMR141W-A	YMR141W-A_mRNA	YMR141W-A	protein_coding	protein_coding
XIII	551928	552903	+	YMR143W	YMR143W_mRNA	RPS16A	protein_coding	protein_coding
XIII	553362	554390	+	YMR144W	YMR144W_mRNA	YMR144W	protein_coding	protein_coding
XIII	554793	556475	-	YMR145C	YMR145C_mRNA	NDE1	protein_coding	protein_coding
XIII	557481	558524	-	YMR146C	YMR146C_mRNA	YMR146C	protein_coding	protein_coding
XIII	559199	559870	+	YMR147W	YMR147W_mRNA	YMR147W	protein_coding	protein_coding
XIII	560366	560812	+	YMR148W	YMR148W_mRNA	YMR148W	protein_coding	protein_coding
XIII	560996	561856	+	YMR149W	YMR149W_mRNA	YMR149W	protein_coding	protein_coding
XIII	561956	562528	-	YMR150C	YMR150C_mRNA	IMP1	protein_coding	protein_coding
XIII	562506	562943	+	YMR151W	YMR151W_mRNA	YMR151W	protein_coding	protein_coding
XIII	563096	564193	+	YMR152W	YMR152W_mRNA	YMR152W	protein_coding	protein_coding
XIII	564435	565862	+	YMR153W	YMR153W_mRNA	YMR153W	protein_coding	protein_coding
XIII	565574	565909	-	YMR153C-A	YMR153C-A_mRNA	YMR153C-A	protein_coding	protein_coding
XIII	565999	568182	-	YMR154C	YMR154C_mRNA	RIM13	protein_coding	protein_coding
XIII	568551	570194	+	YMR155W	YMR155W_mRNA	YMR155W	protein_coding	protein_coding
XIII	570300	571016	-	YMR156C	YMR156C_mRNA	YMR156C	protein_coding	protein_coding
XIII	571277	572044	-	YMR157C	YMR157C_mRNA	AIM36	protein_coding	protein_coding
XIII	572248	572715	+	YMR158W	YMR158W_mRNA	YMR158W	protein_coding	protein_coding
XIII	572883	572955	-	tM(CAU)M	tM(CAU)M_tRNA	tM(CAU)M	tRNA	tRNA
XIII	573194	573331	-	YMR158C-A	YMR158C-A_mRNA	YMR158C-A	protein_coding	protein_coding
XIII	574471	574791	+	YMR158W-B	YMR158W-B_mRNA	YMR158W-B	protein_coding	protein_coding
XIII	574476	574928	-	YMR159C	YMR159C_mRNA	ATG16	protein_coding	protein_coding
XIII	575066	577516	+	YMR160W	YMR160W_mRNA	YMR160W	protein_coding	protein_coding
XIII	577718	578392	+	YMR161W	YMR161W_mRNA	YMR161W	protein_coding	protein_coding
XIII	578951	583921	-	YMR162C	YMR162C_mRNA	YMR162C	protein_coding	protein_coding
XIII	584271	586388	-	YMR163C	YMR163C_mRNA	YMR163C	protein_coding	protein_coding
XIII	586636	586709	-	tV(AAC)M3	tV(AAC)M3_tRNA	tV(AAC)M3	tRNA	tRNA
XIII	587274	589550	-	YMR164C	YMR164C_mRNA	YMR164C	protein_coding	protein_coding
XIII	590040	592628	-	YMR165C	YMR165C_mRNA	PAH1	protein_coding	protein_coding
XIII	593367	594473	-	YMR166C	YMR166C_mRNA	YMR166C	protein_coding	protein_coding
XIII	594886	597195	+	YMR167W	YMR167W_mRNA	MLH1	protein_coding	protein_coding
XIII	597332	599158	-	YMR168C	YMR168C_mRNA	CEP3	protein_coding	protein_coding
XIII	599352	600872	-	YMR169C	YMR169C_mRNA	YMR169C	protein_coding	protein_coding
XIII	601562	603082	-	YMR170C	YMR170C_mRNA	YMR170C	protein_coding	protein_coding
XIII	603868	605520	-	YMR171C	YMR171C_mRNA	YMR171C	protein_coding	protein_coding
XIII	605981	608140	+	YMR172W	YMR172W_mRNA	YMR172W	protein_coding	protein_coding
XIII	607828	608211	-	YMR172C-A	YMR172C-A_mRNA	YMR172C-A	protein_coding	protein_coding
XIII	608689	609981	+	YMR173W	YMR173W_mRNA	DDR48	protein_coding	protein_coding
XIII	608897	610081	+	YMR173W-A	YMR173W-A_mRNA	YMR173W-A	protein_coding	protein_coding
XIII	610159	610365	-	YMR174C	YMR174C_mRNA	PAI3	protein_coding	protein_coding
XIII	611016	611255	+	YMR175W	YMR175W_mRNA	YMR175W	protein_coding	protein_coding
XIII	611314	611508	+	YMR175W-A	YMR175W-A_mRNA	YMR175W-A	protein_coding	protein_coding
XIII	611740	615975	+	YMR176W	YMR176W_mRNA	YMR176W	protein_coding	protein_coding
XIII	616566	618098	+	YMR177W	YMR177W_mRNA	YMR177W	protein_coding	protein_coding
XIII	618479	619303	+	YMR178W	YMR178W_mRNA	YMR178W	protein_coding	protein_coding
XIII	619858	622134	+	YMR179W	YMR179W_mRNA	YMR179W	protein_coding	protein_coding
XIII	622251	623213	-	YMR180C	YMR180C_mRNA	CTL1	protein_coding	protein_coding
XIII	623616	624080	-	YMR181C	YMR181C_mRNA	YMR181C	protein_coding	protein_coding
XIII	624532	625167	-	YMR182C	YMR182C_mRNA	YMR182C	protein_coding	protein_coding
XIII	625811	625897	+	YMR182W-A	YMR182W-A_mRNA	YMR182W-A	protein_coding	protein_coding
XIII	626349	626654	+	snR83	snR83_snoRNA	SNR83	snoRNA	snoRNA
XIII	626921	627808	-	YMR183C	YMR183C_mRNA	YMR183C	protein_coding	protein_coding
XIII	628189	628785	+	YMR184W	YMR184W_mRNA	YMR184W	protein_coding	protein_coding
XIII	629025	631970	+	YMR185W	YMR185W_mRNA	YMR185W	protein_coding	protein_coding
XIII	632355	634472	+	YMR186W	YMR186W_mRNA	HSC82	protein_coding	protein_coding
XIII	634689	635984	-	YMR187C	YMR187C_mRNA	YMR187C	protein_coding	protein_coding
XIII	636291	637004	-	YMR188C	YMR188C_mRNA	YMR188C	protein_coding	protein_coding
XIII	637500	640604	+	YMR189W	YMR189W_mRNA	GCV2	protein_coding	protein_coding
XIII	640915	645258	-	YMR190C	YMR190C_mRNA	YMR190C	protein_coding	protein_coding
XIII	645656	646777	+	YMR191W	YMR191W_mRNA	YMR191W	protein_coding	protein_coding
XIII	647118	649280	+	YMR192W	YMR192W_mRNA	GYL1	protein_coding	protein_coding
XIII	650036	650812	+	YMR193W	YMR193W_mRNA	MRPL24	protein_coding	protein_coding
XIII	651072	651458	-	YMR193C-A	YMR193C-A_mRNA	YMR193C-A	protein_coding	protein_coding
XIII	651145	651910	+	YMR194W	YMR194W_mRNA	RPL36A	protein_coding	protein_coding
XIII	652275	652532	+	snR11	snR11_snoRNA	snR11	snoRNA	snoRNA
XIII	652594	652887	-	YMR194C-B	YMR194C-B_mRNA	YMR194C-B	protein_coding	protein_coding
XIII	652912	653136	-	YMR194C-A	YMR194C-A_mRNA	YMR194C-A	protein_coding	protein_coding
XIII	654034	654417	+	YMR195W	YMR195W_mRNA	YMR195W	protein_coding	protein_coding
XIII	655076	658342	+	YMR196W	YMR196W_mRNA	YMR196W	protein_coding	protein_coding
XIII	658545	659198	-	YMR197C	YMR197C_mRNA	YMR197C	protein_coding	protein_coding
XIII	659745	661529	+	YMR198W	YMR198W_mRNA	YMR198W	protein_coding	protein_coding
XIII	662644	664284	+	YMR199W	YMR199W_mRNA	YMR199W	protein_coding	protein_coding
XIII	664752	665522	+	YMR200W	YMR200W_mRNA	YMR200W	protein_coding	protein_coding
XIII	665845	667044	-	YMR201C	YMR201C_mRNA	YMR201C	protein_coding	protein_coding
XIII	667288	667456	-	RNA170	RNA170_ncRNA	RNA170	ncRNA	ncRNA
XIII	667537	668205	+	YMR202W	YMR202W_mRNA	ERG2	protein_coding	protein_coding
XIII	668492	669655	+	YMR203W	YMR203W_mRNA	TOM40	protein_coding	protein_coding
XIII	670063	671325	-	YMR204C	YMR204C_mRNA	YMR204C	protein_coding	protein_coding
XIII	671887	674766	-	YMR205C	YMR205C_mRNA	YMR205C	protein_coding	protein_coding
XIII	675896	676837	+	YMR206W	YMR206W_mRNA	YMR206W	protein_coding	protein_coding
XIII	677193	683564	-	YMR207C	YMR207C_mRNA	YMR207C	protein_coding	protein_coding
XIII	684467	685798	+	YMR208W	YMR208W_mRNA	ERG12	protein_coding	protein_coding
XIII	685911	687284	-	YMR209C	YMR209C_mRNA	YMR209C	protein_coding	protein_coding
XIII	687516	688865	+	YMR210W	YMR210W_mRNA	YMR210W	protein_coding	protein_coding
XIII	689083	690510	+	YMR211W	YMR211W_mRNA	YMR211W	protein_coding	protein_coding
XIII	690695	693043	-	YMR212C	YMR212C_mRNA	YMR212C	protein_coding	protein_coding
XIII	693381	695153	+	YMR213W	YMR213W_mRNA	CEF1	protein_coding	protein_coding
XIII	695350	696483	+	YMR214W	YMR214W_mRNA	YMR214W	protein_coding	protein_coding
